order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
6754,27,12,Cheese Burger,2025-03-28,16:39:42,Completed,372.00
6755,12,30,Seekh Kebab,2025-03-16,18:59:02,Completed,376.00
6756,21,24,Pasta Alfredo,2025-04-15,09:48:27,Pending,296.00
6757,19,31,Chicken Shawarma,2025-01-16,15:21:33,Completed,283.00
6758,14,40,Mutton Biryani,2025-01-14,23:05:30,Completed,534.00
6759,19,28,Avocado Salad,2025-04-19,17:16:33,Completed,349.00
6760,23,9,Avocado Salad,2025-03-14,22:33:46,Completed,316.00
6761,12,40,Fish Fry,2025-04-01,16:12:00,Completed,599.00
6762,8,48,Grilled Steak,2025-04-13,20:26:02,Completed,753.00
6763,14,1,Thai Fried Rice,2025-01-26,16:16:50,Completed,306.00
6764,33,36,Ramen Bowl,2025-04-09,07:07:43,Completed,541.00
6765,2,12,Grilled Steak,2025-02-12,17:59:43,Completed,731.00
6766,3,42,Chicken Shawarma,2025-03-03,11:40:29,Pending,367.00
6767,22,30,Pizza Margherita,2025-04-29,08:53:33,Completed,560.00
6768,2,14,BBQ Chicken Platter,2025-03-29,17:51:58,Pending,540.00
6769,5,10,Chicken Momos,2025-04-18,07:21:24,Completed,242.00
6770,25,12,Avocado Salad,2025-01-15,16:45:54,Completed,198.00
6771,18,27,Masala Dosa,2025-03-05,14:23:28,Pending,257.00
6772,14,34,Pad Thai,2025-01-23,10:23:50,Completed,351.00
6773,6,29,Chocolate Sundae,2025-01-04,22:57:32,Completed,207.00
6774,31,47,Chocolate Sundae,2025-02-09,17:09:49,Pending,252.00
6775,9,14,Seekh Kebab,2025-01-05,21:24:45,Pending,329.00
6776,1,20,Mutton Biryani,2025-03-29,09:21:29,Pending,406.00
6777,34,50,Donut Box,2025-04-06,16:01:36,Completed,263.00
6778,21,13,Grilled Steak,2025-02-06,15:34:20,Completed,640.00
6779,18,10,Cheese Burger,2025-02-05,10:00:39,Completed,246.00
6780,14,35,Veg Chowmein,2025-03-12,17:17:09,Cancelled,282.00
6781,16,11,Masala Dosa,2025-02-09,17:34:28,Completed,187.00
6782,31,44,Mutton Biryani,2025-01-14,19:03:05,Completed,425.00
6783,29,40,Veg Chowmein,2025-02-09,17:52:12,Completed,346.00
6784,6,49,Hakka Noodles,2025-03-01,11:05:52,Pending,339.00
6785,7,30,Pad Thai,2025-03-29,21:30:14,Cancelled,336.00
6786,17,24,Pasta Alfredo,2025-01-24,17:50:55,Pending,396.00
6787,32,2,Masala Dosa,2025-03-02,10:22:30,Completed,223.00
6788,19,50,Veg Chowmein,2025-03-19,11:32:06,Completed,237.00
6789,21,36,Thai Fried Rice,2025-01-10,16:34:29,Completed,335.00
6790,16,40,Fish Fry,2025-03-12,12:30:24,Completed,533.00
6791,28,28,BBQ Chicken Platter,2025-04-11,17:34:44,Completed,469.00
6792,32,8,BBQ Chicken Platter,2025-03-18,21:20:35,Completed,563.00
6793,12,20,Pasta Alfredo,2025-01-09,10:43:52,Completed,377.00
6794,21,32,Thai Fried Rice,2025-03-26,08:05:13,Pending,378.00
6795,1,49,Chicken Shawarma,2025-03-26,11:28:34,Completed,387.00
6796,29,13,Grilled Steak,2025-03-29,17:19:36,Completed,687.00
6797,28,46,Veg Chowmein,2025-01-12,07:39:32,Completed,242.00
6798,19,4,Veg Chowmein,2025-04-26,08:00:45,Completed,301.00
6799,8,19,Chicken Biryani,2025-01-31,20:44:37,Completed,421.00
6800,25,26,Pasta Alfredo,2025-02-25,13:42:11,Completed,328.00
6801,25,24,Pizza Margherita,2025-01-20,16:55:42,Completed,482.00
6802,5,42,Chicken Biryani,2025-01-19,22:42:27,Cancelled,374.00
6803,6,9,Thai Fried Rice,2025-04-14,20:55:29,Pending,384.00
6804,28,40,Cheese Burger,2025-02-28,23:27:35,Pending,318.00
6805,23,15,Cheese Burger,2025-02-24,07:36:31,Pending,280.00
6806,33,18,Pizza Margherita,2025-04-29,18:02:02,Completed,574.00
6807,8,38,Cappuccino,2025-03-30,09:09:46,Completed,221.00
6808,30,34,Masala Dosa,2025-03-08,09:15:30,Completed,199.00
6809,20,40,Mutton Biryani,2025-04-26,17:34:49,Completed,496.00
6810,33,31,BBQ Chicken Platter,2025-04-04,17:26:22,Cancelled,525.00
6811,19,11,Mutton Biryani,2025-03-30,16:46:50,Completed,395.00
6812,31,38,Cheese Burger,2025-03-15,08:42:18,Pending,379.00
6813,2,19,Cappuccino,2025-01-11,11:32:04,Pending,221.00
6814,17,9,Avocado Salad,2025-02-05,15:54:16,Completed,218.00
6815,12,38,Seekh Kebab,2025-01-20,21:23:51,Completed,360.00
6816,32,12,Chocolate Sundae,2025-04-21,08:21:05,Cancelled,272.00
6817,10,32,Hakka Noodles,2025-02-22,19:15:42,Completed,262.00
6818,14,37,Seekh Kebab,2025-04-18,18:03:41,Completed,329.00
6819,4,11,Hot Pot Combo,2025-02-21,22:19:30,Completed,796.00
6820,15,25,Donut Box,2025-04-01,19:30:16,Completed,321.00
6821,1,19,Hot Pot Combo,2025-02-18,17:33:43,Cancelled,684.00
6822,23,28,Avocado Salad,2025-04-28,15:21:17,Completed,215.00
6823,17,42,BBQ Chicken Platter,2025-02-20,21:49:43,Completed,600.00
6824,13,34,Ramen Bowl,2025-03-28,12:20:35,Completed,442.00
6825,5,1,Pizza Margherita,2025-01-13,23:06:43,Completed,536.00
6826,19,17,Grilled Steak,2025-01-05,07:39:05,Completed,762.00
6827,14,39,Thai Fried Rice,2025-01-16,10:05:54,Completed,326.00
6828,12,8,Butter Chicken,2025-01-24,15:18:29,Completed,369.00
6829,30,18,Hakka Noodles,2025-02-24,17:16:10,Completed,290.00
6830,4,25,Pasta Alfredo,2025-02-12,08:16:52,Completed,392.00
6831,5,32,Grilled Steak,2025-03-20,19:11:41,Completed,646.00
6832,28,14,Avocado Salad,2025-03-24,10:58:28,Completed,216.00
6833,3,5,Masala Dosa,2025-03-15,15:49:28,Completed,307.00
6834,10,42,Thai Fried Rice,2025-01-01,08:42:24,Completed,314.00
6835,26,37,Chicken Biryani,2025-03-07,22:30:27,Completed,357.00
6836,15,1,Pasta Alfredo,2025-03-30,22:07:36,Completed,371.00
6837,22,44,Pad Thai,2025-02-21,08:40:41,Completed,436.00
6838,22,6,Hot Pot Combo,2025-04-08,16:41:12,Completed,670.00
6839,25,43,Grilled Steak,2025-02-08,19:57:06,Completed,701.00
6840,32,6,Thai Fried Rice,2025-02-26,13:08:02,Completed,381.00
6841,16,32,Pasta Alfredo,2025-01-09,16:31:34,Cancelled,395.00
6842,2,3,Ramen Bowl,2025-01-08,17:50:46,Completed,470.00
6843,14,42,Donut Box,2025-03-08,21:43:55,Pending,248.00
6844,15,5,Mutton Biryani,2025-04-05,11:31:41,Completed,538.00
6845,3,16,Butter Chicken,2025-03-25,11:00:11,Completed,428.00
6846,7,30,Avocado Salad,2025-01-22,09:52:52,Completed,317.00
6847,15,5,Grilled Steak,2025-02-24,17:51:53,Cancelled,712.00
6848,21,8,Donut Box,2025-03-15,11:20:53,Cancelled,264.00
6849,3,38,Cheese Burger,2025-02-12,09:07:17,Completed,326.00
6850,11,45,Veg Chowmein,2025-03-12,12:28:15,Cancelled,220.00
6851,9,7,Thai Fried Rice,2025-03-20,19:49:10,Completed,354.00
6852,6,1,Chicken Biryani,2025-01-23,09:45:41,Completed,412.00
6853,27,45,Hakka Noodles,2025-03-02,11:13:09,Completed,353.00
6854,29,27,Fish Fry,2025-01-23,08:38:11,Completed,636.00
6855,6,41,Pad Thai,2025-02-14,20:00:35,Completed,330.00
6856,34,7,Avocado Salad,2025-02-16,23:14:29,Completed,243.00
6857,18,4,Grilled Steak,2025-01-15,11:43:54,Cancelled,731.00
6858,32,12,Cheese Burger,2025-03-27,08:03:41,Completed,273.00
6859,28,17,Ramen Bowl,2025-03-20,21:02:06,Completed,577.00
6860,12,11,Chicken Biryani,2025-03-04,23:07:04,Pending,453.00
6861,21,27,Grilled Steak,2025-04-06,17:14:49,Completed,668.00
6862,7,16,Seekh Kebab,2025-02-22,13:24:57,Completed,420.00
6863,32,4,Pizza Margherita,2025-01-19,13:59:39,Completed,579.00
6864,24,9,Hot Pot Combo,2025-04-03,13:40:22,Cancelled,711.00
6865,22,9,Mutton Biryani,2025-03-30,08:17:08,Completed,499.00
6866,30,27,Cheese Burger,2025-04-08,17:14:56,Completed,260.00
6867,11,37,Falafel Wrap,2025-04-20,14:05:26,Pending,325.00
6868,14,38,Cappuccino,2025-04-18,21:17:00,Completed,213.00
6869,16,21,Pizza Margherita,2025-03-16,14:57:59,Completed,518.00
6870,1,27,Mutton Biryani,2025-01-06,22:46:49,Completed,488.00
6871,34,26,Cappuccino,2025-04-14,10:28:31,Completed,292.00
6872,1,45,Seekh Kebab,2025-02-22,13:08:22,Completed,323.00
6873,2,31,Donut Box,2025-02-09,12:45:29,Pending,359.00
6874,2,30,Hot Pot Combo,2025-04-09,11:55:45,Completed,754.00
6875,30,46,Thai Fried Rice,2025-01-01,09:24:57,Completed,365.00
6876,3,19,Pizza Margherita,2025-04-07,15:44:39,Completed,533.00
6877,6,40,Ramen Bowl,2025-04-05,08:32:58,Completed,453.00
6878,8,25,Veg Chowmein,2025-03-01,08:23:23,Completed,353.00
6879,5,36,Butter Chicken,2025-04-10,13:08:21,Completed,379.00
6880,31,48,Hakka Noodles,2025-03-16,13:48:47,Completed,302.00
6881,23,18,Chocolate Sundae,2025-03-29,20:17:03,Completed,208.00
6882,29,32,Chocolate Sundae,2025-03-09,10:30:45,Completed,256.00
6883,19,29,Avocado Salad,2025-02-17,09:12:57,Pending,212.00
6884,6,26,Cheese Burger,2025-02-06,09:06:10,Completed,257.00
6885,32,10,Grilled Steak,2025-03-08,07:18:26,Cancelled,748.00
6886,9,31,Veg Chowmein,2025-02-23,21:47:41,Completed,258.00
6887,5,2,Fish Fry,2025-04-17,23:41:21,Completed,567.00
6888,21,32,BBQ Chicken Platter,2025-03-27,23:53:35,Completed,527.00
6889,9,20,Cheese Burger,2025-04-12,15:14:30,Completed,293.00
6890,4,10,Veg Chowmein,2025-02-06,21:10:39,Cancelled,347.00
6891,19,12,Cheese Burger,2025-04-18,11:10:15,Completed,301.00
6892,9,29,Chicken Momos,2025-02-17,12:13:35,Completed,281.00
6893,23,10,Veg Chowmein,2025-02-27,12:34:19,Completed,216.00
6894,26,32,Hakka Noodles,2025-01-19,21:59:20,Completed,359.00
6895,33,22,Thai Fried Rice,2025-04-01,16:30:57,Completed,376.00
6896,10,37,Seekh Kebab,2025-04-27,21:21:44,Completed,422.00
6897,3,9,Donut Box,2025-03-12,10:19:01,Completed,266.00
6898,29,23,Masala Dosa,2025-02-11,08:38:41,Completed,314.00
6899,15,50,Chicken Momos,2025-01-26,07:05:34,Pending,222.00
6900,33,26,Grilled Steak,2025-03-04,17:38:38,Completed,624.00
6901,24,26,Chicken Shawarma,2025-04-02,20:23:24,Completed,302.00
6902,23,23,Pad Thai,2025-02-27,09:13:46,Pending,406.00
6903,29,19,Cheese Burger,2025-04-14,20:46:57,Completed,370.00
6904,6,10,Grilled Steak,2025-02-08,22:55:33,Cancelled,626.00
6905,25,6,Chicken Biryani,2025-02-22,15:26:11,Completed,485.00
6906,9,13,Cheese Burger,2025-04-17,19:18:35,Completed,297.00
6907,20,32,Falafel Wrap,2025-04-05,21:14:01,Completed,239.00
6908,17,20,Thai Fried Rice,2025-04-17,22:07:41,Completed,303.00
6909,27,12,Cappuccino,2025-04-27,14:01:07,Completed,276.00
6910,5,39,Seekh Kebab,2025-02-16,22:36:27,Pending,460.00
6911,31,45,Paneer Butter Masala,2025-02-17,23:46:36,Completed,356.00
6912,11,38,Mutton Biryani,2025-01-19,17:29:56,Completed,471.00
6913,11,4,Chicken Momos,2025-02-16,20:40:58,Cancelled,212.00
6914,19,19,Chocolate Sundae,2025-03-23,09:32:12,Completed,166.00
6915,7,39,Hakka Noodles,2025-01-22,17:55:20,Pending,297.00
6916,18,44,Butter Chicken,2025-03-30,18:06:34,Completed,386.00
6917,1,9,Chocolate Sundae,2025-02-06,18:49:31,Completed,161.00
6918,7,14,Chicken Shawarma,2025-03-06,14:53:12,Completed,373.00
6919,34,35,Butter Chicken,2025-03-12,10:26:29,Cancelled,379.00
6920,9,2,Cappuccino,2025-02-14,16:44:23,Completed,263.00
6921,34,49,Ramen Bowl,2025-01-23,16:01:47,Pending,496.00
6922,9,45,Chicken Shawarma,2025-03-30,14:19:08,Completed,250.00
6923,28,45,Hakka Noodles,2025-04-11,10:04:01,Completed,330.00
6924,3,13,Paneer Butter Masala,2025-01-05,23:37:03,Completed,354.00
6925,3,5,Pad Thai,2025-03-27,07:48:06,Completed,454.00
6926,14,38,Grilled Steak,2025-01-24,18:01:05,Completed,681.00
6927,23,23,Cheese Burger,2025-04-20,23:49:46,Completed,349.00
6928,5,7,BBQ Chicken Platter,2025-04-08,07:33:13,Completed,522.00
6929,11,49,Falafel Wrap,2025-01-01,10:59:13,Cancelled,321.00
6930,24,45,BBQ Chicken Platter,2025-01-24,21:43:06,Completed,540.00
6931,25,28,Grilled Steak,2025-03-07,14:26:07,Completed,690.00
6932,8,30,Paneer Butter Masala,2025-03-08,11:31:48,Completed,363.00
6933,3,6,Ramen Bowl,2025-03-05,10:24:18,Completed,519.00
6934,29,15,Falafel Wrap,2025-02-22,16:54:27,Completed,217.00
6935,31,44,Veg Chowmein,2025-01-23,07:43:31,Completed,311.00
6936,29,34,Donut Box,2025-03-28,09:07:09,Completed,361.00
6937,7,48,Cheese Burger,2025-01-09,18:12:21,Completed,323.00
6938,8,15,Pizza Margherita,2025-04-03,22:17:48,Completed,628.00
6939,18,49,Thai Fried Rice,2025-02-21,18:30:42,Completed,333.00
6940,32,33,Chicken Momos,2025-01-19,21:06:07,Completed,327.00
6941,15,41,Chicken Shawarma,2025-01-04,10:47:03,Pending,357.00
6942,2,12,Pasta Alfredo,2025-03-19,17:09:19,Completed,304.00
6943,5,43,Hakka Noodles,2025-03-08,22:50:29,Completed,347.00
6944,32,33,Chicken Momos,2025-03-11,17:51:55,Completed,204.00
6945,3,28,Paneer Butter Masala,2025-02-19,21:20:54,Completed,407.00
6946,3,3,Cheese Burger,2025-03-13,16:56:45,Completed,330.00
6947,9,20,Butter Chicken,2025-02-19,22:48:07,Completed,475.00
6948,31,31,Falafel Wrap,2025-04-20,12:32:03,Completed,326.00
6949,25,40,Donut Box,2025-02-15,16:20:03,Completed,221.00
6950,9,24,Veg Chowmein,2025-04-14,07:48:57,Completed,307.00
6951,7,28,Veg Chowmein,2025-02-15,20:22:03,Completed,273.00
6952,16,42,Pad Thai,2025-03-17,09:58:44,Completed,378.00
6953,8,22,Cheese Burger,2025-01-03,17:02:29,Completed,328.00
6954,33,27,Chicken Momos,2025-01-03,22:37:01,Cancelled,296.00
6955,25,21,BBQ Chicken Platter,2025-01-13,22:06:44,Completed,536.00
6956,32,33,Hakka Noodles,2025-03-27,17:10:39,Completed,331.00
6957,13,32,Thai Fried Rice,2025-04-19,09:53:54,Completed,303.00
6958,17,4,Pad Thai,2025-03-15,19:51:14,Completed,323.00
6959,7,38,Ramen Bowl,2025-02-04,09:36:51,Completed,549.00
6960,14,23,Masala Dosa,2025-03-25,16:32:51,Completed,318.00
6961,21,13,Pizza Margherita,2025-02-21,15:39:32,Completed,620.00
6962,12,2,Thai Fried Rice,2025-04-01,23:55:11,Completed,284.00
6963,30,18,Thai Fried Rice,2025-03-10,20:59:36,Completed,245.00
6964,34,13,Veg Chowmein,2025-03-01,11:15:09,Completed,286.00
6965,28,27,Ramen Bowl,2025-04-21,09:40:13,Pending,508.00
6966,19,42,Cheese Burger,2025-02-02,14:25:15,Completed,269.00
6967,2,16,Pad Thai,2025-03-01,22:35:27,Completed,309.00
6968,13,11,Chicken Momos,2025-01-18,07:16:50,Pending,340.00
6969,12,42,Mutton Biryani,2025-04-03,22:50:01,Completed,401.00
6970,21,39,Pad Thai,2025-04-21,09:57:26,Pending,323.00
6971,26,47,Chicken Shawarma,2025-01-31,10:36:47,Completed,260.00
6972,34,43,BBQ Chicken Platter,2025-04-10,23:16:31,Pending,510.00
6973,8,50,Ramen Bowl,2025-02-12,19:51:47,Completed,548.00
6974,14,10,Paneer Butter Masala,2025-01-23,13:17:28,Completed,440.00
6975,4,32,Falafel Wrap,2025-02-17,10:20:34,Completed,263.00
6976,18,10,Veg Chowmein,2025-03-02,18:52:19,Completed,365.00
6977,3,48,Donut Box,2025-04-13,08:44:58,Completed,271.00
6978,17,36,Pasta Alfredo,2025-02-09,18:57:51,Completed,416.00
6979,16,29,Pasta Alfredo,2025-01-02,19:59:58,Completed,303.00
6980,16,20,Grilled Steak,2025-04-21,12:58:28,Completed,714.00
6981,3,18,Masala Dosa,2025-04-16,22:30:47,Completed,265.00
6982,28,7,Cheese Burger,2025-03-31,15:32:04,Completed,374.00
6983,21,30,Butter Chicken,2025-01-04,08:41:41,Completed,463.00
6984,9,1,Pasta Alfredo,2025-01-26,16:20:36,Completed,320.00
6985,16,34,Butter Chicken,2025-04-09,11:54:38,Completed,431.00
6986,29,31,Seekh Kebab,2025-01-18,15:11:43,Completed,383.00
6987,19,13,Masala Dosa,2025-02-23,18:11:25,Pending,326.00
6988,15,2,Chicken Biryani,2025-04-29,14:58:05,Cancelled,390.00
6989,17,45,Cheese Burger,2025-01-07,19:39:27,Completed,258.00
6990,6,24,Cheese Burger,2025-03-14,10:00:45,Completed,336.00
6991,32,8,Fish Fry,2025-04-02,13:12:55,Pending,548.00
6992,19,48,Cappuccino,2025-02-18,11:27:54,Completed,205.00
6993,19,47,Donut Box,2025-01-25,20:11:26,Completed,217.00
6994,19,17,Fish Fry,2025-03-21,21:58:15,Completed,597.00
6995,6,1,Cappuccino,2025-01-18,17:44:25,Completed,248.00
6996,28,48,Avocado Salad,2025-02-02,09:06:35,Completed,275.00
6997,16,31,Veg Chowmein,2025-03-19,08:00:16,Completed,307.00
6998,20,26,Donut Box,2025-02-17,11:57:35,Completed,255.00
6999,17,11,Chocolate Sundae,2025-03-05,17:56:29,Completed,201.00
7000,34,28,Chicken Shawarma,2025-02-03,10:20:02,Cancelled,357.00
7001,18,48,Veg Chowmein,2025-04-29,20:18:57,Pending,366.00
7002,17,34,Ramen Bowl,2025-02-25,12:20:47,Cancelled,478.00
7003,29,4,Grilled Steak,2025-01-20,08:14:11,Completed,676.00
7004,11,46,Hot Pot Combo,2025-02-25,10:57:59,Completed,773.00
7005,23,46,Falafel Wrap,2025-03-04,21:31:07,Pending,237.00
7006,8,23,Masala Dosa,2025-01-27,16:11:53,Completed,310.00
7007,18,37,Donut Box,2025-03-16,13:37:00,Completed,356.00
7008,12,27,Masala Dosa,2025-02-01,22:43:06,Pending,186.00
7009,19,44,Donut Box,2025-01-16,19:23:37,Cancelled,237.00
7010,21,10,Chicken Biryani,2025-01-11,21:53:45,Completed,456.00
7011,18,39,Donut Box,2025-01-01,17:02:41,Completed,325.00
7012,21,47,Seekh Kebab,2025-04-27,11:13:55,Completed,372.00
7013,21,4,Seekh Kebab,2025-01-10,19:05:25,Completed,361.00
7014,26,6,Chicken Biryani,2025-04-20,13:10:24,Completed,412.00
7015,10,8,Pad Thai,2025-03-04,20:47:51,Cancelled,454.00
7016,9,23,Donut Box,2025-01-13,18:32:12,Completed,309.00
7017,31,18,BBQ Chicken Platter,2025-03-18,20:05:48,Completed,544.00
7018,12,28,Thai Fried Rice,2025-02-24,09:02:32,Completed,348.00
7019,15,42,Donut Box,2025-04-02,11:59:31,Completed,344.00
7020,6,19,Hot Pot Combo,2025-02-25,09:58:51,Completed,698.00
7021,9,44,Pad Thai,2025-04-18,14:33:27,Completed,312.00
7022,5,3,Chocolate Sundae,2025-01-14,23:27:26,Completed,265.00
7023,17,23,Chicken Momos,2025-03-16,09:49:32,Completed,318.00
7024,12,12,Pasta Alfredo,2025-01-06,09:26:56,Completed,360.00
7025,30,49,Donut Box,2025-02-27,15:21:58,Pending,257.00
7026,14,12,Masala Dosa,2025-04-06,15:55:43,Completed,316.00
7027,2,1,Pasta Alfredo,2025-01-15,07:10:41,Completed,383.00
7028,32,20,Avocado Salad,2025-04-15,18:44:43,Cancelled,291.00
7029,20,6,Chicken Shawarma,2025-01-18,07:12:07,Pending,278.00
7030,2,14,Cappuccino,2025-03-25,11:41:15,Completed,310.00
7031,13,6,Pad Thai,2025-04-09,21:09:30,Completed,329.00
7032,11,10,Seekh Kebab,2025-03-31,21:31:30,Completed,415.00
7033,16,13,Pad Thai,2025-03-14,19:03:21,Completed,410.00
7034,27,32,Seekh Kebab,2025-03-16,16:02:31,Completed,431.00
7035,32,15,Butter Chicken,2025-01-08,23:01:27,Completed,491.00
7036,5,18,Thai Fried Rice,2025-02-23,22:07:31,Completed,318.00
7037,29,45,Pizza Margherita,2025-01-03,12:18:46,Completed,568.00
7038,29,15,Chocolate Sundae,2025-01-29,17:58:38,Pending,239.00
7039,9,19,Seekh Kebab,2025-04-02,19:26:53,Cancelled,392.00
7040,31,11,Avocado Salad,2025-01-27,16:44:47,Completed,313.00
7041,9,12,Grilled Steak,2025-01-21,22:06:50,Completed,736.00
7042,20,16,Grilled Steak,2025-03-13,08:01:22,Pending,701.00
7043,11,12,Chocolate Sundae,2025-01-05,09:21:27,Completed,178.00
7044,8,36,Fish Fry,2025-03-04,15:21:50,Completed,491.00
7045,18,10,Butter Chicken,2025-04-22,23:38:42,Completed,362.00
7046,29,30,Hakka Noodles,2025-01-15,10:50:39,Completed,246.00
7047,3,33,Paneer Butter Masala,2025-01-22,10:55:13,Cancelled,330.00
7048,19,46,Hot Pot Combo,2025-04-08,23:31:46,Pending,699.00
7049,24,22,Chicken Shawarma,2025-01-16,13:28:26,Completed,231.00
7050,16,31,Ramen Bowl,2025-02-06,23:10:05,Completed,546.00
7051,24,41,Donut Box,2025-02-01,11:48:48,Completed,268.00
7052,9,28,Pizza Margherita,2025-04-28,20:57:29,Cancelled,612.00
7053,24,2,Hot Pot Combo,2025-01-19,07:45:51,Completed,677.00
7054,6,22,Ramen Bowl,2025-02-21,12:27:03,Completed,449.00
7055,10,37,Mutton Biryani,2025-03-22,23:18:26,Completed,521.00
7056,20,47,Seekh Kebab,2025-02-10,18:00:52,Completed,435.00
7057,10,45,Pasta Alfredo,2025-02-27,13:56:34,Completed,438.00
7058,29,45,Veg Chowmein,2025-04-24,19:49:12,Pending,231.00
7059,3,35,Ramen Bowl,2025-02-19,11:33:34,Completed,463.00
7060,33,36,Pad Thai,2025-03-08,17:48:40,Completed,307.00
7061,17,16,Hakka Noodles,2025-02-08,20:32:07,Completed,315.00
7062,17,41,Chocolate Sundae,2025-02-15,10:03:48,Completed,151.00
7063,29,20,BBQ Chicken Platter,2025-04-05,07:29:21,Cancelled,598.00
7064,15,23,Pad Thai,2025-02-06,11:45:24,Completed,363.00
7065,7,21,Chocolate Sundae,2025-03-16,13:52:49,Completed,145.00
7066,10,46,Pizza Margherita,2025-04-17,20:05:05,Completed,513.00
7067,31,14,Hot Pot Combo,2025-01-10,18:43:33,Completed,803.00
7068,34,50,Pasta Alfredo,2025-04-22,15:37:31,Completed,392.00
7069,32,47,Pizza Margherita,2025-04-16,12:09:32,Completed,597.00
7070,9,46,Chocolate Sundae,2025-04-21,23:07:44,Completed,241.00
7071,3,48,Cheese Burger,2025-03-13,18:58:07,Completed,324.00
7072,8,8,Veg Chowmein,2025-03-15,16:02:33,Completed,305.00
7073,20,24,Pad Thai,2025-02-07,22:01:50,Completed,450.00
7074,27,4,Pad Thai,2025-04-24,16:13:11,Pending,425.00
7075,1,8,Falafel Wrap,2025-02-14,09:55:02,Completed,346.00
7076,20,37,Hot Pot Combo,2025-04-26,17:50:24,Completed,815.00
7077,9,49,Chicken Shawarma,2025-03-06,21:48:28,Completed,268.00
7078,21,6,Avocado Salad,2025-03-27,20:24:14,Cancelled,276.00
7079,3,43,Hot Pot Combo,2025-04-05,15:41:05,Pending,666.00
7080,20,36,Thai Fried Rice,2025-01-16,09:12:39,Completed,243.00
7081,34,13,Hakka Noodles,2025-03-02,23:57:01,Completed,356.00
7082,12,2,Chicken Momos,2025-04-11,13:15:53,Completed,348.00
7083,29,6,Falafel Wrap,2025-03-19,17:25:37,Completed,205.00
7084,22,28,Cheese Burger,2025-02-23,07:55:33,Completed,285.00
7085,6,8,Paneer Butter Masala,2025-03-11,12:18:09,Completed,312.00
7086,10,20,Pizza Margherita,2025-03-28,12:03:39,Cancelled,526.00
7087,2,46,Mutton Biryani,2025-02-08,19:06:20,Completed,462.00
7088,17,25,Paneer Butter Masala,2025-01-07,13:15:48,Completed,350.00
7089,32,33,Hakka Noodles,2025-03-06,19:07:17,Completed,338.00
7090,27,5,Cappuccino,2025-01-04,20:40:14,Cancelled,154.00
7091,18,36,BBQ Chicken Platter,2025-03-28,10:15:48,Completed,482.00
7092,20,37,Pizza Margherita,2025-02-27,09:54:40,Completed,516.00
7093,24,35,Cheese Burger,2025-04-11,14:34:27,Cancelled,362.00
7094,29,3,Chicken Biryani,2025-04-15,21:53:39,Completed,382.00
7095,1,4,Cappuccino,2025-02-04,15:53:43,Completed,239.00
7096,14,38,Chocolate Sundae,2025-02-06,08:10:47,Completed,137.00
7097,20,6,Pasta Alfredo,2025-03-31,10:53:08,Completed,351.00
7098,28,14,Avocado Salad,2025-03-06,17:56:43,Cancelled,256.00
7099,29,18,Fish Fry,2025-03-26,17:21:13,Completed,633.00
7100,22,2,Butter Chicken,2025-01-18,07:38:30,Completed,352.00
7101,12,27,Falafel Wrap,2025-04-25,22:48:25,Completed,219.00
7102,2,43,Hot Pot Combo,2025-03-28,10:22:52,Completed,813.00
7103,23,25,Cheese Burger,2025-04-18,07:07:29,Completed,269.00
7104,29,1,Fish Fry,2025-04-06,07:48:17,Completed,571.00
7105,13,6,Avocado Salad,2025-03-22,16:51:45,Completed,316.00
7106,24,3,Chicken Momos,2025-03-05,13:00:12,Cancelled,301.00
7107,8,18,BBQ Chicken Platter,2025-03-06,22:10:35,Completed,594.00
7108,12,5,BBQ Chicken Platter,2025-01-17,09:08:16,Cancelled,508.00
7109,34,47,Chicken Momos,2025-01-25,07:44:43,Completed,264.00
7110,30,1,Pizza Margherita,2025-03-24,08:54:20,Completed,584.00
7111,18,8,Donut Box,2025-03-08,21:31:23,Completed,221.00
7112,15,4,Chicken Momos,2025-04-28,20:34:28,Completed,300.00
7113,13,22,Masala Dosa,2025-04-23,07:47:14,Cancelled,288.00
7114,5,16,Grilled Steak,2025-01-22,17:19:04,Completed,634.00
7115,2,31,Pizza Margherita,2025-04-14,07:37:51,Completed,565.00
7116,17,16,Paneer Butter Masala,2025-03-02,14:21:53,Completed,375.00
7117,34,16,Masala Dosa,2025-04-10,21:48:06,Completed,328.00
7118,8,6,Mutton Biryani,2025-04-28,08:24:20,Pending,396.00
7119,9,4,Hot Pot Combo,2025-01-08,16:39:40,Completed,686.00
7120,4,36,Mutton Biryani,2025-02-07,19:25:06,Completed,485.00
7121,15,39,Donut Box,2025-03-21,07:29:24,Completed,319.00
7122,7,22,Thai Fried Rice,2025-03-28,07:29:33,Completed,279.00
7123,7,7,Chicken Biryani,2025-03-18,09:37:50,Pending,486.00
7124,9,41,Chocolate Sundae,2025-02-02,18:26:30,Completed,233.00
7125,12,16,Chicken Shawarma,2025-04-13,08:03:08,Completed,341.00
7126,33,42,Hakka Noodles,2025-02-15,16:37:56,Completed,257.00
7127,10,31,Pad Thai,2025-03-19,17:18:23,Cancelled,432.00
7128,10,4,Fish Fry,2025-03-06,08:27:22,Completed,531.00
7129,13,5,Ramen Bowl,2025-01-25,22:44:44,Cancelled,593.00
7130,22,38,BBQ Chicken Platter,2025-02-12,16:26:21,Completed,566.00
